Make,Model,Price,Year,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Engine,Max Power,Max Torque,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity
BMW,5-Series 530d M Sport [2013-2017],5161524,2008,38000,Diesel,Automatic,Ahmedabad,Black,Second,Individual,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,RWD,4899.0,2094.0,1464.0,5.0,65.0
Audi,A8 3.0 TDI quattro,4816460,2012,32000,Diesel,Automatic,Hyderabad,Black,First,Corporate,2967 cc,247 bhp @ 4000 rpm,580 Nm @ 1750 rpm,AWD,5265.0,1949.0,1471.0,4.0,90.0
Hyundai,i10 Sportz 1.2,269709,2019,86000,Petrol,Manual,Chennai,Blue,Second,Individual,1197 cc,80@5200,111@4000,FWD,3565.0,1595.0,1550.0,5.0,35.0
Jaguar,XF R 5.0 V8 Supercharged,2951730,2019,70662,Petrol,Manual,Pune,Grey,Third,Dealer,,,,,,,,,
Skoda,Octavia 1.8 TSI Style Plus AT [2017],1368671,2022,56000,Petrol,Manual,Navi Mumbai,Yellow,Second,Individual,1798 cc,177 bhp @ 5100 rpm,250 Nm @ 1250 rpm,FWD,4670.0,1814.0,1476.0,5.0,50.0
BMW,3-Series 320d Luxury Line,1559152,2007,104264,Diesel,Automatic,Hyderabad,Black,Second,Corporate,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,4633.0,1811.0,1429.0,5.0,57.0
Mercedes-Benz,GL-Class 350 CDI,3417822,2008,103890,Diesel,Automatic,Lucknow,Red,First,Individual,2987 cc,258 bhp @ 3600 rpm,619 Nm @ 1600 rpm,AWD,5120.0,1934.0,1850.0,7.0,100.0
Hyundai,Tucson GL 2WD AT Diesel,2172308,2008,44876,Diesel,Manual,Bangalore,Red,Third,Dealer,1995 cc,182 bhp @ 4000 rpm,400 Nm @ 1750 rpm,FWD,4475.0,1850.0,1660.0,5.0,62.0
Renault,Kwid CLIMBER 1.0 [2017-2019],358244,2022,45000,Petrol,Manual,Bhubaneswar,Black,First,Individual,999 cc,67 bhp @ 5500 rpm,91 Nm @ 4250 rpm,FWD,3679.0,1579.0,1478.0,5.0,28.0
Volkswagen,Polo Highline1.2L (D),375207,2001,78000,Diesel,Automatic,Jaipur,Yellow,First,Corporate,1199 cc,74 bhp @ 4200 rpm,180 Nm @ 2000 rpm,FWD,3970.0,1682.0,1453.0,5.0,45.0
Tata,Punch Creative iRA Pack MT,822332,2006,7500,Petrol,Manual,Mumbai,Black,First,Individual,1199 cc,84 bhp @ 6000 rpm,113 Nm @ 3300 rpm,FWD,3827.0,1742.0,1615.0,5.0,37.0
Hyundai,i20 Magna 1.2,235672,2021,72000,Petrol,Automatic,Mumbai,Grey,Third,Individual,,,,,,,,,
Tata,Harrier XZA Plus Dual Tone,2211487,2001,30229,Diesel,Manual,Mumbai,White,Second,Individual,1956 cc,168 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD,4598.0,1894.0,1706.0,5.0,50.0
Land Rover,Discovery Sport HSE 7-Seater,4311808,2011,36000,Diesel,Manual,Raipur,Brown,Second,Dealer,2179 cc,148 bhp @ 4000 rpm,400 Nm @ 1750 rpm,AWD,4600.0,2069.0,1724.0,7.0,65.0
Mercedes-Benz,E-Class E 220d Exclusive [2019-2019],7664395,2007,17000,Diesel,Manual,Surat,Brown,Third,Corporate,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,5063.0,1860.0,1494.0,5.0,80.0
Mercedes-Benz,GLA 200 Sport,2915837,2007,24000,Petrol,Automatic,Delhi,Brown,Second,Individual,1991 cc,181 bhp @ 5500 rpm,300 Nm @ 1200 rpm,FWD,4424.0,1804.0,1494.0,5.0,50.0
Audi,A3 40 TFSI Premium,1630225,2021,48000,Petrol,Automatic,Delhi,Grey,Second,Dealer,1798 cc,178 bhp @ 5100 rpm,250 Nm @ 1250 rpm,FWD,4456.0,1796.0,1416.0,5.0,50.0
Audi,Q5 3.0 TDI quattro,872181,2016,63300,Diesel,Manual,Delhi,White,Third,Corporate,2967 cc,240@4000,500@1500,,4628.0,1879.0,1651.0,5.0,75.0
BMW,5-Series 520d Luxury Line [2017-2019],3262880,2018,38000,Diesel,Automatic,Coimbatore,Silver,Third,Individual,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,4936.0,1868.0,1479.0,5.0,65.0
Audi,Q3 35 TDI quattro Technology,3464118,2014,41000,Diesel,Manual,Hyderabad,Grey,Second,Individual,1968 cc,184 bhp @ 3500 rpm,380 Nm @ 1750 rpm,AWD,4385.0,1831.0,1608.0,5.0,64.0
Maruti Suzuki,Ciaz Delta Hybrid 1.5 AT [2018-2020],907329,2014,32000,Petrol,Automatic,Pune,White,Third,Corporate,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD,4490.0,1730.0,1485.0,5.0,43.0
Mercedes-Benz,B-class B180,1199154,2008,39000,Petrol,Automatic,Mumbai,Black,First,Dealer,1595 cc,120 bhp @ 5000 rpm,200 Nm @ 1250 rpm,FWD,4359.0,2010.0,1557.0,5.0,50.0
Maruti Suzuki,Eeco 5 STR WITH A/C+HTR [2019-2020],500915,2013,41441,Petrol,Automatic,Bangalore,Green,Second,Corporate,1196 cc,73 bhp @ 6000 rpm,101 Nm @ 3000 rpm,RWD,3675.0,1475.0,1800.0,5.0,40.0
Hyundai,Elite i20 Sportz 1.2,623828,2004,20281,Petrol,Automatic,Mumbai,Black,Second,Dealer,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3985.0,1734.0,1505.0,5.0,45.0
Hyundai,Venue SX (O) 1.5 CRDi,1136365,2008,56000,Diesel,Manual,Jalandhar,Brown,Third,Dealer,1493 cc,99 bhp @ 4000 rpm,240 Nm @ 1500 rpm,FWD,3995.0,1770.0,1605.0,5.0,45.0
Tata,Safari XZ Plus,1910712,2012,28000,Diesel,Manual,Gorakhpur,Yellow,Third,Dealer,1956 cc,168 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD,4661.0,1894.0,1786.0,7.0,50.0
Maruti Suzuki,Ertiga VDi,748686,2021,112000,Diesel,Automatic,Chennai,Silver,Second,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4265.0,1695.0,1685.0,7.0,45.0
Toyota,Fortuner 3.0 MT,723817,2008,117000,Diesel,Manual,Agra,Brown,Third,Individual,2982 cc,171@3600,343@1400,AWD,4695.0,1840.0,1850.0,7.0,80.0
Lexus,ES 300h,3643865,2002,31059,Petrol,Manual,Bangalore,Brown,First,Dealer,2494 cc,202 bhp @ 5700 rpm,213 Nm @ 4500 rpm,RWD,4915.0,1820.0,1450.0,5.0,65.0
BMW,X3 20d M Sport,4202242,2008,63651,Diesel,Automatic,Bangalore,Brown,First,Dealer,1995 cc,190 bhp @ 4000 rpm,400 Nm @ 1750 rpm,AWD,4657.0,1881.0,1678.0,5.0,67.0
Mercedes-Benz,GLE 250 d,4254156,2013,90000,Diesel,Automatic,Ludhiana,Blue,Third,Corporate,2143 cc,201 bhp @ 3800 rpm,500 Nm @ 1600 rpm,AWD,4819.0,2141.0,1796.0,5.0,93.0
Hyundai,Venue SX (O) 1.5 CRDi,1050553,2017,56000,Diesel,Manual,Jalandhar,Green,First,Dealer,1493 cc,99 bhp @ 4000 rpm,240 Nm @ 1500 rpm,FWD,3995.0,1770.0,1605.0,5.0,45.0
Renault,Duster 110 PS RxL,687089,2005,65000,Diesel,Manual,Delhi,Silver,Third,Corporate,1461 cc,108 bhp @ 3900 rpm,248 Nm @ 2250 rpm,FWD,4315.0,1822.0,1695.0,5.0,50.0
Honda,CR-V 2.4 AT,826436,2002,80121,Petrol,Automatic,Mumbai,Black,Third,Dealer,,,,,,,,,
Maruti Suzuki,S-Presso VXi,488054,2022,7942,Petrol,Manual,Thane,Green,First,Corporate,998 cc,67 bhp @ 5500 rpm,90 Nm @ 3500 rpm,FWD,3565.0,1520.0,1564.0,5.0,27.0
Hyundai,Alcazar Signature (O) 6 STR 2.0 Petrol AT,2308748,2013,24000,Petrol,Manual,Mumbai,Blue,Second,Individual,1999 cc,157 bhp @ 6500 rpm,191 Nm @ 4500 rpm,FWD,4500.0,1790.0,1675.0,6.0,50.0
Audi,Q3 30 TDI Premium FWD,1851429,2005,85000,Diesel,Manual,Chennai,White,Third,Individual,1968 cc,150 bhp @ 3500 rpm,340 Nm @ 1750 rpm,FWD,4385.0,1831.0,1608.0,5.0,64.0
Maruti Suzuki,S-Cross Alpha 1.3,778424,2012,52245,Diesel,Manual,Pune,White,Second,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4300.0,1785.0,1595.0,5.0,48.0
Ford,Endeavour Sport 2.0 4x4 AT,3622361,2005,41086,Diesel,Manual,Pune,Green,Third,Corporate,1996 cc,168 bhp @ 3500 rpm,420 Nm @ 2000 rpm,AWD,4903.0,1869.0,1837.0,7.0,80.0
Maruti Suzuki,DZire VXi AMT,731572,2008,31552,Petrol,Automatic,Mumbai,Green,Third,Corporate,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD,3995.0,1735.0,1515.0,5.0,37.0
Mahindra,Bolero SLE BS IV,544555,2006,39234,Diesel,Manual,Patna,Red,First,Individual,2523 cc,63 bhp @ 3200 rpm,195 Nm @ 1400 rpm,RWD,4107.0,1745.0,1880.0,7.0,60.0
Kia,Sonet GTX Plus 1.5 AT [2020-2021],1610339,2008,13000,Diesel,Automatic,Mumbai,White,First,Dealer,1493 cc,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD,3995.0,1790.0,1647.0,5.0,45.0
Maruti Suzuki,Swift DZire VXI,477465,2015,13716,Petrol,Automatic,Pune,Black,First,Corporate,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3995.0,1695.0,1555.0,5.0,42.0
Audi,Q3 35 TDI Premium + Sunroof,1782677,2013,139000,Diesel,Automatic,Jaipur,Brown,First,Corporate,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD,4385.0,1831.0,1608.0,5.0,64.0
Maruti Suzuki,Ertiga LXI,735458,2007,9000,Petrol,Manual,Delhi,Silver,Second,Dealer,1373 cc,94 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,4296.0,1695.0,1685.0,7.0,45.0
MG,Hector Plus Sharp 1.5 DCT Petrol,1988386,2009,28584,Petrol,Automatic,Hyderabad,Blue,Third,Corporate,1451 cc,141 bhp @ 5000 rpm,250 Nm @ 1600 rpm,FWD,4720.0,1835.0,1760.0,6.0,60.0
Mercedes-Benz,E-Class E 220d Exclusive [2019-2019],4762365,2014,18000,Diesel,Automatic,Noida,Grey,First,Corporate,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,5063.0,1860.0,1494.0,5.0,80.0
BMW,X5 xDrive30d Pure Experience (5 Seater),3144333,2017,84700,Diesel,Manual,Navi Mumbai,Black,Second,Dealer,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,AWD,4886.0,1938.0,1762.0,5.0,
Maruti Suzuki,Swift DZire VXi,261017,2008,77000,Petrol,Automatic,Pune,White,Third,Individual,1298 cc,87@6000,113@4500,FWD,4160.0,1690.0,1530.0,5.0,43.0
BMW,X5 xDrive30d Pure Experience (5 Seater),3033576,2022,84700,Diesel,Automatic,Pune,Yellow,Second,Individual,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,AWD,4886.0,1938.0,1762.0,5.0,
BMW,X1 sDrive20d Expedition,2750597,2011,41000,Diesel,Manual,Hyderabad,Black,Second,Corporate,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,FWD,4439.0,1821.0,1612.0,5.0,51.0
Hyundai,Eon Magna +,379525,2000,34000,Petrol,Manual,Hyderabad,Silver,First,Individual,814 cc,55 bhp @ 5500 rpm,75 Nm @ 4000 rpm,FWD,3495.0,1550.0,1500.0,5.0,32.0
Mercedes-Benz,E-Class E200 CGI Blue Efficiency,1529520,2007,53089,Petrol,Automatic,Navi Mumbai,Blue,First,Individual,1796 cc,186 bhp @ 5600 rpm,285 Nm @ 4000 rpm,RWD,4868.0,1854.0,1470.0,5.0,80.0
Hyundai,i10 Magna 1.2 Kappa2,343302,2018,15780,Petrol,Automatic,Thane,Brown,Third,Corporate,1197 cc,79 bhp @ 6000 rpm,112.7619 Nm @ 4000 rpm,FWD,3585.0,1595.0,1550.0,5.0,35.0
Toyota,Innova 2.5 GX BS IV 7 STR,838876,2010,43634,Diesel,Manual,Delhi,White,Third,Dealer,2494 cc,101 bhp @ 3600 rpm,200 Nm @ 1200 rpm,RWD,4585.0,1765.0,1760.0,7.0,55.0
Hyundai,Grand i10 Sports Edition 1.2L Kappa VTVT,343259,2020,76000,Petrol,Automatic,Ernakulam,Grey,First,Corporate,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765.0,1660.0,1520.0,5.0,43.0
Maruti Suzuki,Ciaz Zeta 1.3 Hybrid,1043555,2002,5000,Diesel,Automatic,Lucknow,Grey,Second,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4490.0,1730.0,1485.0,5.0,43.0
Fiat,Linea Emotion 1.4,238250,2023,54000,Petrol,Manual,Nashik,Yellow,First,Individual,1368 cc,90@6000,115@4500,,4560.0,1730.0,1487.0,5.0,45.0
Hyundai,Creta 1.6 SX Plus AT,936125,2010,68566,Diesel,Automatic,Ahmedabad,Brown,First,Individual,1582 cc,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD,4270.0,1780.0,1630.0,5.0,60.0
Skoda,Superb L&K TSI AT,2255900,2003,14120,Petrol,Automatic,Pune,Silver,Third,Corporate,1798 cc,177 bhp @ 5100 rpm,250 Nm @ 1250 rpm,FWD,4861.0,1864.0,1483.0,5.0,66.0
Mercedes-Benz,GLS 400d 4MATIC,11728267,2021,3000,Diesel,Manual,Delhi,Grey,Second,Individual,2925 cc,326 bhp @ 3600 rpm,700 Nm @ 1200 rpm,AWD,5207.0,2157.0,1823.0,7.0,90.0
Maruti Suzuki,Baleno Zeta 1.2,606465,2022,36058,Petrol,Manual,Mumbai,Blue,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995.0,1745.0,1500.0,5.0,37.0
Tata,Harrier XZ,2257581,2009,23000,Diesel,Automatic,Hyderabad,Green,Third,Dealer,1956 cc,168 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD,4598.0,1894.0,1706.0,5.0,50.0
BMW,X7 xDrive40i M Sport,13676873,2017,9500,Petrol,Manual,Chandigarh,Yellow,First,Corporate,2998 cc,335 bhp @ 5500 rpm,450 Nm @ 1500 rpm,AWD,5151.0,2000.0,1805.0,6.0,83.0
Maruti Suzuki,Swift DZire VXI,505867,2013,13716,Petrol,Automatic,Pune,Brown,First,Individual,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3995.0,1695.0,1555.0,5.0,42.0
Toyota,Corolla Altis G AT Petrol,1240423,2008,38000,Petrol,Automatic,Mumbai,Red,Second,Corporate,1798 cc,138 bhp @ 6400 rpm,173 Nm @ 4000 rpm,FWD,4620.0,1775.0,1475.0,5.0,55.0
Hyundai,Creta 1.6 SX (O),1889076,2000,17000,Diesel,Automatic,Kanpur,Green,Third,Individual,1582 cc,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD,4270.0,1780.0,1630.0,5.0,60.0
Toyota,Fortuner 3.0 4x4 MT,1980302,2021,123000,Diesel,Manual,Bangalore,Yellow,Second,Individual,2982 cc,169 bhp @ 3600 rpm,343 Nm @ 1400 rpm,AWD,4705.0,1840.0,1850.0,7.0,80.0
Maruti Suzuki,Ritz Vdi BS-IV,114534,2000,80000,Diesel,Manual,Kanpur,Red,Second,Individual,1248 cc,75@4000,190@2000,,3715.0,1680.0,1620.0,5.0,43.0
Maruti Suzuki,XL6 Zeta MT Petrol,1072688,2022,27900,Petrol,Manual,Mumbai,Silver,First,Corporate,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD,4445.0,1775.0,1700.0,6.0,45.0
Hyundai,Verna Fluidic 1.6 VTVT SX Opt AT,1391560,2023,9900,Petrol,Manual,Mumbai,White,Second,Corporate,1591 cc,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,FWD,4370.0,1700.0,1475.0,5.0,43.0
Mahindra,Thar LX 4-STR Hard Top Petrol AT,1726845,2019,10000,Petrol,Automatic,Jalandhar,Black,First,Individual,1997 cc,150 bhp @ 5000 rpm,320 Nm @ 1500 rpm,AWD,3985.0,1820.0,1844.0,4.0,57.0
Maruti Suzuki,Swift DZire VDI,267847,2011,90000,Diesel,Manual,Chandigarh,White,Third,Dealer,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995.0,1695.0,1555.0,5.0,42.0
Audi,A4 35 TDI Premium Sunroof,1450181,2012,49000,Diesel,Manual,Mohali,Brown,Second,Corporate,1968 cc,177 bhp @ 4200 rpm,380 Nm @ 1750 rpm,FWD,4701.0,1826.0,1427.0,5.0,63.0
Hyundai,Grand i10 Asta AT 1.2 Kappa VTVT [2013-2016],453156,2012,61866,Petrol,Automatic,Thane,Black,First,Corporate,1197 cc,79 bhp @ 6000 rpm,112 Nm @ 4000 rpm,FWD,3765.0,1660.0,1520.0,5.0,43.0
Maruti Suzuki,Swift VXi,479047,2015,75000,Petrol,Manual,Mohali,White,Third,Dealer,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3850.0,1695.0,1530.0,5.0,42.0
BMW,X1 sDrive20d xLine,2663850,2006,29000,Diesel,Automatic,Bangalore,Black,Second,Individual,1995 cc,184 bhp @ 4000 rpm,350 Nm @ 1750 rpm,RWD,4454.0,2044.0,1545.0,5.0,63.0
BMW,5-Series 525d Sedan,966545,2010,61000,Diesel,Manual,Mohali,Grey,First,Individual,1995 cc,217 bhp @ 4400 rpm,450 Nm @ 1500 rpm,RWD,4899.0,2094.0,1464.0,5.0,
Honda,Amaze 1.2 VX MT Petrol [2018-2020],739499,2003,1000,Petrol,Automatic,Delhi,Brown,Third,Dealer,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3995.0,1695.0,1501.0,5.0,35.0
Mercedes-Benz,S-Class S 450,21106152,2010,6600,Petrol,Manual,Delhi,Black,Second,Corporate,2996 cc,362 bhp @ 5250 rpm,500 Nm @ 1800 rpm,RWD,5246.0,1899.0,1494.0,5.0,80.0
BMW,5-Series 530i Sport Line,4214310,2008,32000,Petrol,Manual,Mumbai,Green,Third,Dealer,1998 cc,248 bhp @ 5200 rpm,350 Nm @ 1450 rpm,RWD,4936.0,1868.0,1479.0,5.0,57.0
BMW,X5 xDrive30d Pure Experience (5 Seater),3094200,2001,84700,Diesel,Automatic,Navi Mumbai,Yellow,Third,Individual,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,AWD,4886.0,1938.0,1762.0,5.0,
Toyota,Glanza G CVT,839450,2010,25000,Petrol,Manual,Delhi,Green,Third,Dealer,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD,3995.0,1745.0,1510.0,5.0,37.0
Audi,A4 1.8 TFSI Multitronic Premium Plus,1021066,2023,67000,Petrol,Manual,Dehradun,Brown,Third,Corporate,1798 cc,170 bhp @ 3800 rpm,320 Nm @ 1400 rpm,FWD,4701.0,1826.0,1427.0,5.0,63.0
Honda,City V Diesel,500721,2007,114635,Diesel,Automatic,Kolkata,Silver,Second,Dealer,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,4440.0,1695.0,1495.0,5.0,40.0
Volkswagen,Vento Highline Diesel,525532,2022,110000,Diesel,Automatic,Bangalore,Silver,First,Dealer,1598 cc,103 bhp @ 4400 rpm,250 Nm @ 1500 rpm,FWD,4384.0,1699.0,1466.0,5.0,55.0
Mercedes-Benz,M-Class 350 CDI,2085890,2006,81000,Diesel,Manual,Ahmedabad,Yellow,Second,Individual,2987 cc,234@3800,535@1600,AWD,4781.0,1911.0,1774.0,5.0,95.0
Volkswagen,Polo Highline1.2L (P),362345,2003,65000,Petrol,Automatic,Mumbai,Silver,First,Dealer,1198 cc,74 bhp @ 5400 rpm,110 Nm @ 3750 rpm,FWD,3970.0,1682.0,1453.0,5.0,45.0
Volvo,XC60 Inscription [2017-2020],5559622,2003,3500,Diesel,Manual,Ludhiana,Blue,Third,Dealer,1969 cc,235 bhp @ 4250 rpm,480 Nm @ 1750 rpm,AWD,4688.0,1902.0,1658.0,5.0,71.0
Chevrolet,Beat LT Diesel,220684,2000,41215,Diesel,Manual,Hyderabad,Grey,Third,Corporate,936 cc,58 bhp @ 4000 rpm,150 Nm @ 1750 rpm,FWD,3640.0,1595.0,1520.0,5.0,35.0
Maruti Suzuki,Swift LXi,436656,2017,53807,Petrol,Automatic,Gurgaon,Red,Second,Dealer,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3850.0,1695.0,1530.0,5.0,42.0
Audi,A6 35 TDI Matrix,2575237,2023,81802,Diesel,Automatic,Nashik,Red,Second,Dealer,1968 cc,190 bhp @ 3800 rpm,400 Nm @ 1750 rpm,FWD,4933.0,1874.0,1455.0,5.0,75.0
Audi,A3 35 TDI Premium + Sunroof,1261992,2023,60000,Diesel,Manual,Delhi,Red,Second,Individual,1968 cc,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,FWD,4456.0,1796.0,1416.0,5.0,50.0
Volkswagen,Polo Highline1.2L (D),501542,2017,78000,Diesel,Manual,Bangalore,Red,Third,Individual,1199 cc,74 bhp @ 4200 rpm,180 Nm @ 2000 rpm,FWD,3970.0,1682.0,1453.0,5.0,45.0
Renault,Kiger RXZ AMT,1037531,2017,4000,Petrol,Automatic,Hyderabad,Green,First,Individual,999 cc,71 bhp @ 6250 rpm,96 Nm @ 3500 rpm,FWD,3991.0,1750.0,1605.0,5.0,40.0
Toyota,Glanza G CVT,730966,2012,25000,Petrol,Automatic,Delhi,Blue,First,Corporate,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD,3995.0,1745.0,1510.0,5.0,37.0
Mercedes-Benz,GLA 200 CDI Style,1874771,2021,99000,Diesel,Manual,Chennai,White,First,Dealer,2143 cc,134 bhp @ 3600 rpm,300 Nm @ 1600 rpm,FWD,4417.0,1804.0,1494.0,5.0,50.0
Toyota,Fortuner 3.0 4x2 AT,1511526,2021,85000,Diesel,Automatic,Delhi,Green,First,Corporate,2982 cc,169 bhp @ 3600 rpm,360 Nm @ 1400 rpm,RWD,4705.0,1840.0,1850.0,7.0,80.0
Maruti Suzuki,Ciaz ZXI+,557190,2018,60798,Petrol,Manual,Mumbai,Yellow,Third,Individual,1373 cc,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,4490.0,1730.0,1485.0,5.0,43.0
Mahindra,XUV500 W10 AT,1243343,2013,41470,Diesel,Automatic,Delhi,Yellow,Second,Dealer,2179 cc,138 bhp @ 3750 rpm,330 Nm @ 1600 rpm,FWD,4585.0,1890.0,1785.0,7.0,70.0
BMW,X6 xDrive40i M Sport,10286082,2020,20000,Petrol,Manual,Chandigarh,Grey,First,Individual,2998 cc,335 bhp @ 5500 rpm,450 Nm @ 1500 rpm,AWD,4935.0,2004.0,1696.0,5.0,83.0
Ford,Figo Duratorq Diesel ZXI 1.4,231781,2011,87000,Diesel,Automatic,Mohali,Grey,Second,Corporate,1399 cc,68 bhp @ 4000 rpm,160 Nm @ 2000 rpm,FWD,3795.0,1680.0,1427.0,5.0,45.0
Mercedes-Benz,C-Class C220d Progressive,5538307,2011,500,Diesel,Automatic,Delhi,Black,Second,Individual,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,4686.0,1810.0,1442.0,5.0,66.0
BMW,X5 xDrive 30d M Sport,6258422,2011,83985,Diesel,Automatic,Pune,Green,First,Corporate,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,AWD,4886.0,1938.0,1762.0,5.0,
Honda,City V Petrol [2017-2019],639083,2001,64000,Petrol,Manual,Mumbai,Brown,Second,Dealer,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440.0,1695.0,1495.0,5.0,40.0
Maruti Suzuki,Wagon R LXi Minor,162682,2022,50000,Petrol,Automatic,Varanasi,Brown,Third,Individual,1061 cc,67@6200,84@3500,FWD,3520.0,1475.0,1690.0,5.0,35.0
Maruti Suzuki,Ertiga VDI SHVS,702995,2019,88000,Diesel,Automatic,Mohali,Blue,First,Dealer,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4296.0,1695.0,1685.0,7.0,45.0
Tata,Hexa XE 4x2 7 STR,1031921,2005,38000,Diesel,Manual,Mumbai,Silver,First,Corporate,2179 cc,148 bhp @ 4000 rpm,320 Nm @ 1700 rpm,RWD,4788.0,1903.0,1791.0,7.0,60.0
Toyota,Corolla Altis GL Petrol,1125251,2016,70000,Petrol,Manual,Delhi,Red,Third,Dealer,1798 cc,138 bhp @ 6400 rpm,173 Nm @ 4000 rpm,FWD,4620.0,1775.0,1475.0,5.0,55.0
Mahindra,Scorpio S5 2WD 7 STR,1159393,2020,32000,Diesel,Manual,Patna,Red,Third,Corporate,2179 cc,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,RWD,4456.0,1820.0,1995.0,7.0,60.0
Land Rover,Evoque HSE Dynamic,3676698,2023,45000,Diesel,Manual,Delhi,Silver,First,Corporate,1999 cc,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,AWD,4360.0,2120.0,1635.0,5.0,57.0
Mercedes-Benz,E-Class 200,6988385,2007,1102,Petrol,Automatic,Bangalore,Green,First,Individual,,,,,,,,,
Mercedes-Benz,GLC 220 d Progressive,4495099,2021,77000,Diesel,Automatic,Pune,Silver,Third,Dealer,2143 cc,168 bhp @ 3000 rpm,400 Nm @ 1400 rpm,AWD,4656.0,1890.0,1639.0,5.0,66.0
Ferrari,488 GTB,34986768,2023,9500,Petrol,Manual,Delhi,White,Third,Dealer,3902 cc,660 bhp @ 8000 rpm,760 Nm @ 3000 rpm,RWD,4568.0,1952.0,1213.0,2.0,78.0
Maruti Suzuki,Swift VXi [2014-2017],666467,2008,58736,Petrol,Automatic,Kollam,White,Second,Corporate,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3850.0,1695.0,1530.0,5.0,42.0
Tata,Nexon XZA Plus Petrol,1142991,2015,8922,Petrol,Automatic,Bangalore,Green,Third,Corporate,1198 cc,108 bhp @ 5000 rpm,170 Nm @ 1750 rpm,FWD,3994.0,1811.0,1607.0,5.0,44.0
Toyota,Etios Liva GD,615691,2008,76000,Diesel,Manual,Pune,Green,First,Corporate,1364 cc,67 bhp @ 3800 rpm,170 Nm @ 1800 rpm,FWD,3775.0,1695.0,1510.0,5.0,45.0
Audi,A3 35 TDI Premium Plus,1329396,2023,85900,Diesel,Automatic,Agra,Brown,Third,Individual,1968 cc,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,FWD,4456.0,1796.0,1416.0,5.0,50.0
Mercedes-Benz,GLC 220 d Progressive,4129673,2021,77000,Diesel,Automatic,Pune,Grey,Third,Individual,2143 cc,168 bhp @ 3000 rpm,400 Nm @ 1400 rpm,AWD,4656.0,1890.0,1639.0,5.0,66.0
